|||			The Batch {0} of an item {1} has negative stock in the warehouse {2}{3}.|||			Please add a stock quantity of {4} to proceed with this entry.|||			If it is not possible to make an adjustment entry, please enable 'Allow Negative Stock for Batch' in Stock Settings to proceed.|||			However, enabling this setting may lead to negative stock in the system.|||			So please ensure the stock levels are adjusted as soon as possible to maintain the correct valuation rate.,|||			تحتوي الدفعة {0} من العنصر {1} على مخزون سالب في المستودع {2}{3}.|||			الرجاء إضافة كمية مخزون {4} لمتابعة هذا الإدخال.|||			إذا لم يكن من الممكن إجراء إدخال تعديل، برجاء تمكين 'السماح بالمخزون السلبي للدفعة' في إعدادات المخزون للمتابعة.|||			على أية حال، تمكين هذا الإعداد قد يؤدي إلى مخزون سلبي في النظام.|||			لذا يرجى التأكد من تعديل مستويات المخزون في أقرب وقت ممكن للحفاظ على معدل التقييم الصحيح.,
Please check either with operations or FG Based Operating Cost.,يرجى التحقق إما من العمليات أو تكلفة التشغيل المستندة إلى FG.,
Please check the error message and take necessary actions to fix the error and then restart the reposting again.,يرجى التحقق من رسالة الخطأ واتخاذ الإجراءات اللازمة لإصلاح الخطأ ثم إعادة النشر مرة أخرى.,
Please check your email to confirm the appointment,يرجى التحقق من بريدك الإلكتروني لتأكيد الموعد,
Please contact any of the following users to extend the credit limits for {0}: {1},برجاء الاتصال بأي من المستخدمين التاليين لتمديد حدود الائتمان لـ {0}: {1},
Please contact any of the following users to {} this transaction.,يرجى الاتصال بأي من المستخدمين التاليين {} لهذه المعاملة.,
Please contact your administrator to extend the credit limits for {0}.,برجاء الاتصال بالمسؤول لديك لتمديد حدود الائتمان لـ {0}.,
Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,الرجاء إنشاء قسائم تكلفة البضائع المشتراة مقابل الفواتير التي تم تمكين "تحديث المخزون".,
Please create a new Accounting Dimension if required.,يرجى إنشاء بُعد محاسبي جديد إذا لزم الأمر.,
Please create a new {0} for the date {1} first.,الرجاء إنشاء {0} جديد للتاريخ {1} أولاً.,
Please create purchase from internal sale or delivery document itself,يرجى إنشاء عملية شراء من البيع الداخلي أو مستند التسليم نفسه,
Please delete Product Bundle {0}, before merging {1} into {2},الرجاء حذف حزمة المنتج {0}، قبل دمج {1} في {2},
Please delete the Employee {0} to cancel this document,برجاء حذف الموظف {0} لإلغاء هذا المستند,
Please do not book expense of multiple assets against one single Asset.,يرجى عدم حجز حساب أصول متعددة مقابل أصل واحد.,
Please enable Use Old Serial / Batch Fields to make_bundle,يرجى تمكين استخدام الحقول التسلسلية / الحقول الدفعية القديمة لتكوين الحزمة,
Please enable only if the understand the effects of enabling this.,يرجى التمكين فقط في حالة فهم تأثيرات تمكين ذلك.,
Please enable {0} in the {1}.,الرجاء تمكين {0} في {1}.,
Please enable {} in {} to allow same item in multiple rows,يرجى تمكين {} في {} للسماح بنفس العنصر في صفوف متعددة,
Please ensure that the {0} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,يرجى التأكد من أن حساب {0} هو حساب ميزانية عمومية. يمكنك تغيير الحساب الأصلي إلى حساب الميزانية العمومية أو تحديد حساب مختلف.,
Please ensure that the {0} account {1} is a Payable account. You can change the account type to Payable or select a different account.,يرجى التأكد من أن حساب {0} {1} هو حساب مستحق الدفع. يمكنك تغيير نوع الحساب إلى "مدفوع" أو تحديد حساب مختلف.,
Please ensure {} account is a Balance Sheet account.,يرجى التأكد من أن الحساب {} هو حساب ميزانية عمومية.,
Please ensure {} account {} is a Receivable account.,يرجى التأكد من أن {} الحساب {} هو حساب مستحق القبض.,
Please enter Root Type for account- {0},الرجاء إدخال نوع الجذر للحساب- {0},
Please enter Serial Nos,الرجاء إدخال الأرقام التسلسلية,
Please enter Shipment Parcel information,الرجاء إدخال معلومات طرد الشحنة,
Please enter Stock Items consumed during the Repair.,الرجاء إدخال عناصر المخزون التي تم استهلاكها أثناء عملية الإصلاح.,
Please enter mobile number first.,الرجاء إدخال رقم الجوال أولا.,
Please enter quantity for item {0},الرجاء إدخال الكمية للصنف {0},
Please enter serial nos,الرجاء إدخال الأرقام التسلسلية,
Please enter the password for: <b>{0}</b>,الرجاء إدخال كلمة المرور لـ: <b>{0}</b>,
Please first set Full Name, Email and Phone for the user,يرجى أولاً تعيين الاسم الكامل والبريد الإلكتروني والهاتف للمستخدم,
Please fix overlapping time slots for {0},الرجاء إصلاح الفترات الزمنية المتداخلة لـ {0},
Please fix overlapping time slots for {0}.,الرجاء إصلاح الفترات الزمنية المتداخلة لـ {0}.,
Please import accounts against parent company or enable {} in company master.,الرجاء استيراد الحسابات ضد الشركة الأم أو تمكين {} في الشركة الرئيسية.,
Please include tax rate in Sales Taxes and Charges Table,يرجى إدراج معدل الضريبة في جدول ضرائب ورسوم المبيعات,
Please keep one Applicable Charges, when 'Distribute Charges Based On' is 'Distribute Manually'. For more charges, please create another Landed Cost Voucher.,يرجى الاحتفاظ برسوم واحدة معمول بها، عندما يكون "توزيع الرسوم على أساس" هو "التوزيع يدويًا". لمزيد من الرسوم، برجاء إنشاء قسيمة تكلفة وصول أخرى.,
Please make a payment or select a payment,الرجاء إجراء الدفع أو تحديد الدفع,
Please mention 'Weight UOM' along with Weight.,يرجى ذكر "وحدة قياس الوزن" مع الوزن.,
Please mention '{0}' in Company: {1},الرجاء ذكر '{0}' في الشركة: {1},
Please mention the Current and New BOM for replacement.,يرجى ذكر BOM الحالي والجديد للاستبدال.,
Please quote as per the list below.,يرجى الاقتباس وفقا للقائمة أدناه.,
Please rectify and try again.,يرجى التصحيح والمحاولة مرة أخرى.,
Please reduce {0} to avoid shift time overlapping with itself,يرجى تقليل {0} لتجنب تداخل وقت التحول مع نفسه,
Please refresh or reset the Plaid linking of the Bank {}.,يرجى تحديث أو إعادة تعيين الارتباط المنقوش للبنك {}.,
Please review the {0} configuration and complete any required financial setup activities.,يرجى مراجعة تكوين {0} وإكمال أي أنشطة إعداد مالي مطلوبة.,
Please save before proceeding.,الرجاء الحفظ قبل المتابعة.,
Please see attachment,يرجى الاطلاع على المرفق,
Please select Bank Account,الرجاء تحديد الحساب البنكي,
Please select Filter Based On,الرجاء تحديد عامل التصفية بناءً على,
Please select Finished Good Item for Service Item {0},الرجاء تحديد عنصر السلعة النهائية لعنصر الخدمة {0},
Please select From Date and Payroll Frequency first,الرجاء تحديد "من التاريخ" و"تكرار كشوف المرتبات" أولاً,
Please select From Date.,الرجاء تحديد من التاريخ.,
Please select Serial/Batch Nos to reserve or change Reservation Based On to Qty.,يرجى تحديد الرقم التسلسلي/رقم الدفعة للحجز أو تغيير الحجز بناءً على الكمية.,
Please select Shift Schedule and assignment date(s).,الرجاء تحديد جدول التحول وتاريخ (تواريخ) المهمة.,
Please select Shift Type and assignment date(s).,الرجاء تحديد نوع الوردية وتاريخ (تواريخ) المهمة.,
Please select Subcontracting Order instead of Purchase Order {0},الرجاء تحديد أمر التعاقد من الباطن بدلاً من أمر الشراء {0},
Please select Unrealized Profit / Loss account or add default Unrealized Profit / Loss account account for company {0},الرجاء تحديد حساب الربح / الخسارة غير المحققة أو إضافة حساب حساب الربح / الخسارة غير المحقق الافتراضي للشركة {0},
Please select a Source Site first,الرجاء تحديد موقع المصدر أولاً,
Please select a Subcontracting Purchase Order.,الرجاء تحديد أمر شراء التعاقد من الباطن.,
Please select a Warehouse,الرجاء اختيار المستودع,
Please select a Work Order first.,الرجاء تحديد أمر العمل أولاً.,
Please select a company first,الرجاء اختيار الشركة أولا,
Please select a company first.,الرجاء اختيار الشركة أولا.,
Please select a country,الرجاء اختيار البلد,
Please select a customer for fetching payments.,الرجاء تحديد عميل لجلب المدفوعات.,
Please select a date,الرجاء تحديد التاريخ,
Please select a date and time,الرجاء تحديد التاريخ والوقت,
Please select a date.,الرجاء تحديد التاريخ.,
Please select a party,الرجاء اختيار الطرف,
Please select a party before reconciling.,يرجى تحديد طرف قبل المصالحة.,
Please select a row to create a Reposting Entry,الرجاء تحديد صف لإنشاء إدخال إعادة النشر,
Please select a supplier for fetching payments.,يرجى اختيار المورد لجلب المدفوعات.,
Please select a valid Purchase Order that has Service Items.,الرجاء تحديد أمر شراء صالح يحتوي على عناصر الخدمة.,
Please select a valid Purchase Order that is configured for Subcontracting.,الرجاء تحديد أمر شراء صالح تم تكوينه للتعاقد من الباطن.,
Please select an Applicant,الرجاء اختيار مقدم الطلب,
Please select an item code before setting the warehouse.,يرجى تحديد رمز الصنف قبل إعداد المستودع.,
Please select at least one Item,الرجاء تحديد عنصر واحد على الأقل,
Please select at least one Shift Request to perform this action.,الرجاء تحديد طلب Shift واحد على الأقل لتنفيذ هذا الإجراء.,
Please select at least one Supplier,الرجاء تحديد مورد واحد على الأقل,
Please select at least one employee to perform this action.,الرجاء تحديد موظف واحد على الأقل لتنفيذ هذا الإجراء.,
Please select at least one item first,الرجاء تحديد عنصر واحد على الأقل أولاً,
Please select at least one row to fix,الرجاء تحديد صف واحد على الأقل لإصلاحه,
Please select at least one row to perform this action.,الرجاء تحديد صف واحد على الأقل لتنفيذ هذا الإجراء.,
Please select at least one row with difference value,الرجاء تحديد صف واحد على الأقل بقيمة الفرق,
Please select atleast one item to continue,الرجاء تحديد عنصر واحد على الأقل للمتابعة,
Please select atleast one operation to create Job Card,يرجى تحديد عملية واحدة على الأقل لإنشاء بطاقة العمل,
Please select company.,الرجاء اختيار الشركة.,
Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,الرجاء تحديد إما عامل التصفية "الصنف" أو "المستودع" أو "نوع المستودع" لإنشاء التقرير.,
Please select employee first,الرجاء تحديد الموظف أولا,
Please select employees to create appraisals for,الرجاء تحديد الموظفين لإنشاء تقييمات لهم,
Please select half day attendance status.,الرجاء تحديد حالة الحضور لمدة نصف يوم.,
Please select items to reserve.,الرجاء تحديد العناصر للحجز.,
Please select items to unreserve.,الرجاء تحديد العناصر المراد إلغاء حجزها.,
Please select month and year.,الرجاء تحديد الشهر والسنة.,
Please select only one row to create a Reposting Entry,يرجى تحديد صف واحد فقط لإنشاء إدخال إعادة النشر,
Please select rows to create Reposting Entries,الرجاء تحديد الصفوف لإنشاء إدخالات إعادة النشر,
Please select the Appraisal Cycle first.,الرجاء تحديد دورة التقييم أولاً.,
Please select the attendance status.,الرجاء تحديد حالة الحضور.,
Please select the employees you want to mark attendance for.,الرجاء تحديد الموظفين الذين تريد تسجيل الحضور لهم.,
Please select the required filters,الرجاء تحديد المرشحات المطلوبة,
Please select the salary slips to email,يرجى اختيار قسائم الراتب لإرسالها إلى البريد الإلكتروني,
Please select valid document type.,الرجاء تحديد نوع مستند صالح.,
Please set "Default Payroll Payable Account" in Company Defaults,الرجاء تعيين "حساب الرواتب المستحق الدفع الافتراضي" في الإعدادات الافتراضية للشركة,
Please set '{0}' in Company: {1},الرجاء تعيين '{0}' في الشركة: {1},
Please set Account,يرجى ضبط الحساب,
Please set Accounting Dimension {} in {},الرجاء تعيين البعد المحاسبي {} في {},
Please set Basic and HRA component in Company {0},الرجاء تعيين المكون الأساسي ومكون HRA في الشركة {0},
Please set Customer Address to determine if the transaction is an export.,يرجى تعيين عنوان العميل لتحديد ما إذا كانت المعاملة عبارة عن تصدير.,
Please set Dropbox access keys in site config or doctype,يرجى تعيين مفاتيح الوصول إلى Dropbox في تكوين الموقع أو نوع المستند,
Please set Earning Component for Leave type: {0}.,الرجاء تعيين مكون الربح لنوع الإجازة: {0}.,
Please set Email/Phone for the contact,يرجى ضبط البريد الإلكتروني/الهاتف لجهة الاتصال,
Please set Fiscal Code for the customer '%s',الرجاء تعيين الرمز المالي للعميل '%s',
Please set Fiscal Code for the public administration '%s',الرجاء تعيين القانون المالي للإدارة العامة '%s',
Please set Fixed Asset Account in Asset Category {0},يرجى تعيين حساب الأصول الثابتة في فئة الأصول {0},
Please set Fixed Asset Account in {} against {}.,يرجى تعيين حساب الأصول الثابتة في {} مقابل {}.,
Please set Opening Number of Booked Depreciations,يرجى ضبط العدد الافتتاحي للإهلاكات المحجوزة,
Please set Parent Row No for item {0},الرجاء تعيين رقم الصف الأصلي للعنصر {0},
Please set Relieving Date for employee: {0},الرجاء تحديد تاريخ التخفيف للموظف: {0},
Please set Root Type,الرجاء ضبط نوع الجذر,
Please set Tax ID for the customer '%s',الرجاء تعيين معرف الضريبة للعميل '%s',
Please set VAT Accounts in {0},يرجى تعيين حسابات ضريبة القيمة المضافة في {0},
Please set Vat Accounts for Company: "{0}" in UAE VAT Settings,يرجى تعيين حسابات ضريبة القيمة المضافة للشركة: "{0}" في إعدادات ضريبة القيمة المضافة في الإمارات العربية المتحدة,
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},يرجى تعيين مركز تكلفة للأصل أو تعيين مركز تكلفة إهلاك الأصل للشركة {},
Please set a Default Cash Account in Company defaults,يرجى تعيين حساب نقدي افتراضي في الإعدادات الافتراضية للشركة,
Please set a date range less than 90 days.,يرجى تحديد نطاق زمني أقل من 90 يومًا.,
Please set a default Holiday List for Company {0},الرجاء تعيين قائمة العطلات الافتراضية للشركة {0},
Please set account in Salary Component {0},يرجى تعيين الحساب في مكون الراتب {0},
Please set an Address on the Company '%s',الرجاء تعيين عنوان للشركة '%s',
Please set an Expense Account in the Items table,الرجاء تعيين حساب المصاريف في جدول العناصر,
Please set both the Tax ID and Fiscal Code on Company {0},يرجى تعيين كلاً من المعرف الضريبي والرمز المالي للشركة {0},
Please set default Exchange Gain/Loss Account in Company {},يرجى تعيين حساب الربح/الخسارة الافتراضي في الشركة {},
Please set default Expense Account in Company {0},الرجاء تعيين حساب النفقات الافتراضي في الشركة {0},
Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,برجاء تعيين حساب التكلفة الافتراضية للبضائع المباعة في الشركة {0} لتقريب أرباح وخسائر الحجز أثناء نقل المخزون,
Please set one of the following:,يرجى تعيين واحد مما يلي:,
Please set the Appraisal Template for all the {0} or select the template in the Employees table below.,يرجى تعيين نموذج التقييم لجميع {0} أو تحديد القالب في جدول الموظفين أدناه.,
Please set the Holiday List.,يرجى ضبط قائمة العطلات.,
Please set the cost center field in {0} or setup a default Cost Center for the Company.,يرجى تعيين حقل مركز التكلفة في {0} أو إعداد مركز تكلفة افتراضي للشركة.,
Please set the date range.,يرجى تحديد النطاق الزمني.,
Please set the relieving date for employee {0},يرجى تحديد تاريخ التخفيف للموظف {0},
Please set {0} and {1} in {2}.,برجاء ضبط {0} و{1} في {2}.,
Please set {0} first.,الرجاء تعيين {0} أولاً.,
Please set {0} for Employee {1},الرجاء تعيين {0} للموظف {1},
Please set {0} for the Employee: {1},الرجاء تعيين {0} للموظف: {1},
Please set {0} in BOM Creator {1},الرجاء تعيين {0} في BOM Creator {1},
Please set {0} in Company {1} to account for Exchange Gain / Loss,يرجى تعيين {0} في الشركة {1} لحساب مكاسب/خسائر التبادل,
Please set {0} to {1}, the same account that was used in the original invoice {2}.,برجاء ضبط {0} على {1}، وهو نفس الحساب الذي تم استخدامه في الفاتورة الأصلية {2}.,
Please set {0}.,يرجى ضبط {0}.,
Please setup and enable a group account with the Account Type - {0} for the company {1},الرجاء إعداد وتمكين حساب مجموعة بنوع الحساب - {0} للشركة {1},
Please share this email with your support team so that they can find and fix the issue.,يرجى مشاركة هذا البريد الإلكتروني مع فريق الدعم الخاص بك حتى يتمكنوا من العثور على المشكلة وحلها.,
Please specify a {0} first.,يرجى تحديد {0} أولاً.,
Please specify the job applicant to be updated.,يرجى تحديد المتقدم للوظيفة ليتم تحديثه.,
Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips.,يرجى تحديد {0} و{1} (إن وجد)، لحساب الضريبة الصحيح في قسائم الرواتب المستقبلية.,
Please submit the {0} before marking the cycle as Completed,يرجى إرسال {0} قبل وضع علامة "مكتملة" على الدورة,
Please try again in an hour.,يرجى المحاولة مرة أخرى خلال ساعة.,
Please update Repair Status.,الرجاء تحديث حالة الإصلاح.,
Please update your security settings from desk.,يرجى تحديث إعدادات الأمان الخاصة بك من المكتب.,
Please verify the barcode or check the item's availability.,يرجى التحقق من الرمز الشريطي أو التحقق من توفر العنصر.,
Please wait. Checking ZATCA CLI version...,انتظر من فضلك. التحقق من إصدار ZATCA CLI...,
Policy,سياسة,
Portal User,مستخدم البوابة,
Portal Users,مستخدمي البوابة,
Posawesome,رائع,
Positions are 1-indexed and counted on the full barcode. Example: 3310100010009 => prefix 331, item code 3310100, weight 1.000, check digit 9.,تتم فهرسة المواضع برقم 1 ويتم احتسابها على الباركود الكامل. مثال: 3310100010009 => البادئة 331، رمز الصنف 3310100، الوزن 1.000، تحقق من الرقم 9.,
Posted On,تم النشر في,
Posting Date Inheritance for Exchange Gain / Loss,تاريخ ترحيل الميراث لربح / خسارة الصرف,
Posting Datetime,وقت النشر,
Posting date,تاريخ النشر,
Posting date is required,تاريخ النشر مطلوب,
Powered by {0},مدعوم من {0},
Preferred Language,اللغة المفضلة,
Prefix included in barcode,البادئة مضمنة في الباركود,
Prefix length,طول البادئة,
Prefix length (for example, prefix 331 => length 3). Item/weight start positions still use full barcode positions.,طول البادئة (على سبيل المثال، البادئة 331 => الطول 3). لا تزال مواضع بدء العنصر/الوزن تستخدم مواضع الرمز الشريطي الكاملة.,
Prepayment Invoice,فاتورة الدفع المسبق,
Prepayment Invoice Description,وصف فاتورة الدفع المسبق,
Present Records,السجلات الحالية,
Prevent self approval for expense claims even if user has permissions,منع الموافقة الذاتية على مطالبات النفقات حتى لو كان لدى المستخدم أذونات,
Prevent self approval for leaves even if user has permissions,منع الموافقة الذاتية على الإجازات حتى لو كان لدى المستخدم أذونات,
Preview Required Materials,معاينة المواد المطلوبة,
Previous Document,الوثيقة السابقة,
Previous Qty,الكمية السابقة,
Previous Year is not closed, please close it first,السنة السابقة ليست مغلقة، يرجى إغلاقها أولا,
Price ({0}),السعر ({0}),
Price List Defaults,افتراضيات قائمة الأسعار,
Price Per Unit ({0}),سعر الوحدة ({0}),
Price decimals,الكسور العشرية للسعر,
Price digits,أرقام الأسعار,
Price included in barcode,السعر متضمن في الباركود,
Price is not set for the item.,لم يتم تحديد السعر لهذا البند.,
Price list rate updated locally only,يتم تحديث سعر قائمة الأسعار محليًا فقط,
Price starting position,موقف بداية السعر,
Pricing and Discount Controls,ضوابط التسعير والخصم,
Primary Address and Contact,العنوان الرئيسي والاتصال,
Primary Customer Offer,عرض العميل الأساسي,
Primary Party,الحزب الابتدائي,
Primary Role,الدور الأساسي,
Principal Amount,المبلغ الرئيسي,
Print Format Rules,قواعد تنسيق الطباعة,
Print Receipt on Order Complete,طباعة الإيصال عند اكتمال الطلب,
Print invoice,طباعة الفاتورة,
Printed On {0},تمت الطباعة بتاريخ {0},
Printed on {0},مطبوع بتاريخ {0},
Printing and Delivery,الطباعة والتسليم,
Priority cannot be lesser than 1.,لا يمكن أن تكون الأولوية أقل من 1.,
Priority is mandatory,الأولوية إلزامية,
Probability,احتمال,
Procedures dropped,سقطت الإجراءات,
Process Loss,خسارة العملية,
Process Loss Percentage cannot be greater than 100,لا يمكن أن تكون نسبة فقدان العملية أكبر من 100,
Process Loss Qty,كمية فقدان العملية,
Process Loss Report,تقرير فقدان العملية,
Process Loss Value,قيمة خسارة العملية,
Process Payment Reconciliation,عملية تسوية الدفع,
Process Payment Reconciliation Log,معالجة سجل تسوية الدفع,
Process Payment Reconciliation Log Allocations,معالجة عمليات تخصيص سجل تسوية الدفع,
Process Payroll Accounting Entry based on Employee,عملية إدخال محاسبة الرواتب على أساس الموظف,
Process Period Closing Voucher,قسيمة إغلاق فترة العملية,
Process Period Closing Voucher Detail,تفاصيل قسيمة إغلاق فترة العملية,
Process Requests,طلبات العملية,
Process Shift Requests,طلبات تحويل العمليات,
Process Statement Of Accounts CC,عملية كشف الحسابات CC,
Process Subscription,عملية الاشتراك,
Process in Single Transaction,العملية في معاملة واحدة,
Process leave encashment via a separate Payment Entry instead of Salary Slip,قم بمعالجة صرف الإجازة عبر إدخال دفع منفصل بدلاً من قسيمة الراتب,
Process {0} Shift Request(s) as <b>{1}</b>?,هل تريد معالجة {0} طلب (طلبات) التحول كـ <b>{1}</b>؟,
Processed BOMs,قوائم مكونات الصنف التي تمت معالجتها,
Processing Date,تاريخ المعالجة,
Processing Requests,معالجة الطلبات,
Processing Requests...,معالجة الطلبات...,
Processing Sales! Please Wait...,معالجة المبيعات! انتظر من فضلك...,
Processing of Shift Requests has been queued. It may take a few minutes.,لقد تم وضع معالجة طلبات التحول في قائمة الانتظار. قد يستغرق الأمر بضع دقائق.,
Processing payment entries for Invoice {0},معالجة إدخالات الدفع للفاتورة {0},
Produced / Received Qty,الكمية المنتجة/المستلمة,
Product Id,معرف المنتج,
Product Price ID,معرف سعر المنتج,
Production Plan Already Submitted,تم تقديم خطة الإنتاج بالفعل,
Production Plan Item Reference,مرجع عنصر خطة الإنتاج,
Production Plan Qty,خطة الإنتاج الكمية,
Production Plan Sub Assembly Item,عنصر التجميع الفرعي لخطة الإنتاج,
Production Plan Sub-assembly Item,عنصر التجميع الفرعي لخطة الإنتاج,
Production Plan Summary,ملخص خطة الإنتاج,
Prof,البروفيسور,
Profiles List,قائمة الملفات الشخصية,
Profit and Loss Summary,ملخص الربح والخسارة,
Progress (%),تقدم (٪),
Project Profitability,ربحية المشروع,
Project Progress:,تقدم المشروع:,
Prompt Qty,الكمية السريعة,
Prospect,احتمال,
Prospect Lead,احتمال الرصاص,
Prospect Opportunity,فرصة احتمالية,
Prospect Owner,مالك محتمل,
Prospect {0} already exists,العميل المحتمل {0} موجود بالفعل,
Provisional Account,الحساب المؤقت,
Provisional Expense Account,حساب النفقات المؤقت,
Public Policy URL must start with https://,يجب أن يبدأ عنوان URL للسياسة العامة بـ https://,
Publish Applications Received,نشر الطلبات المستلمة,
Publish Salary Range,نشر نطاق الراتب,
Publish as a web page,نشر كصفحة ويب,
Publisher,الناشر,
Publisher ID,معرف الناشر,
Pull,يحذب,
Pull Now,اسحب الآن,
Pull Results,سحب النتائج,
Pull stock data from {0}?,هل تريد سحب بيانات المخزون من {0}؟,
Pulling Stock,سحب الأسهم,
Purchase Data,بيانات الشراء,
Purchase Invoice {0} submitted,تم إرسال فاتورة الشراء {0}.,
Purchase Order Item reference is missing in Subcontracting Receipt {0},مرجع عنصر أمر الشراء مفقود في إيصال التعاقد من الباطن {0},
Purchase Order {0} submitted,تم إرسال طلب الشراء {0}.,
Purchase Orders {0} are un-linked,تم إلغاء ربط أوامر الشراء {0}.,
Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.,سيتم إنشاء إيصال الشراء (مسودة) تلقائيًا عند تقديم إيصال التعاقد من الباطن.,
Purchase Receipt {0} created.,تم إنشاء إيصال الشراء {0}.,
Purchase Receipt {0} submitted,تم إرسال إيصال الشراء {0}.,
Purchase Value,قيمة الشراء,
Purchases,المشتريات,
Purpose & Amount,الغرض والمبلغ,
Purposes Required,الأغراض المطلوبة,
Push,يدفع,
Push Now,ادفع الآن,
Push Results,دفع النتائج,
Push stock data to {0}?,هل تريد دفع بيانات المخزون إلى {0}؟,
Pushing Stock,دفع الأسهم,
Putaway Rule,قاعدة الوضع,
Putaway Rule already exists for Item {0} in Warehouse {1}.,توجد قاعدة الإيداع بالفعل للعنصر {0} في المستودع {1}.,
Python package 'cryptography' is required for QZ Tray signing. Please install it on the server and retry.,مطلوب "تشفير" حزمة Python لتوقيع صينية QZ. الرجاء تثبيته على الخادم وإعادة المحاولة.,
QZ Tray Connection Active!,اتصال علبة QZ نشط!,
QZ Tray certificate generated successfully.<br><br>Download the certificate from POS Awesome and import it into QZ Tray on each POS machine, then restart QZ Tray.,تم إنشاء شهادة QZ Tray بنجاح.<br><br>قم بتنزيل الشهادة من POS Awesome واستوردها إلى QZ Tray على كل جهاز نقطة بيع، ثم أعد تشغيل QZ Tray.,
Qty (Company),الكمية (الشركة),
Qty (Warehouse),الكمية (المستودع),
Qty (in Stock UOM),الكمية (في المخزون UOM),
Qty After Transaction,الكمية بعد المعاملة,
Qty As Per BOM,الكمية حسب BOM,
Qty Change,تغيير الكمية,
Qty In Stock,الكمية في المخزون,
Qty Per Unit,الكمية لكل وحدة,
Qty To Manufacture ({0}) cannot be a fraction for the UOM {2}. To allow this, disable '{1}' in the UOM {2}.,لا يمكن أن تكون الكمية المطلوب تصنيعها ({0}) كسرًا لوحدة القياس {2}. للسماح بذلك، قم بتعطيل '{1}' في UOM {2}.,
Qty To Manufacture in the job card cannot be greater than Qty To Manufacture in the work order for the operation {0}. <br><br><b>Solution: </b> Either you can reduce the Qty To Manufacture in the job card or set the 'Overproduction Percentage For Work Order' in the {1}.,لا يمكن أن تكون الكمية المطلوب تصنيعها في بطاقة العمل أكبر من الكمية المطلوب تصنيعها في أمر العمل للعملية {0}. <br><br><b>الحل: </b> يمكنك إما تقليل الكمية المطلوب تصنيعها في بطاقة العمل أو تعيين "النسبة المئوية للإنتاج الزائد لأمر العمل" في {1}.,
Qty To Produce,الكمية لإنتاج,
Qty Wise Chart,الكمية الرسم البياني الحكيم,
Qty and Rate,الكمية والسعر,
Qty as Per Stock UOM,الكمية حسب وحدة قياس المخزون,
Qty for which recursion isn't applicable.,الكمية التي لا ينطبق عليها التكرار.,
Qty in Stock UOM,الكمية في المخزون UOM,
Qty of Finished Goods Item should be greater than 0.,يجب أن تكون كمية البضائع تامة الصنع أكبر من 0.,
Qty to Be Consumed,الكمية التي سيتم استهلاكها,
Qty to Build,الكمية للبناء,
Qty to Disassemble,الكمية للتفكيك,
Qty to Fetch,الكمية المراد جلبها,
Qty to Produce,الكمية لإنتاج,
Qualification Status,حالة التأهيل,
Qualified By,مؤهل بواسطة,
Qualified on,مؤهل على,
Quality Inspection Parameter,معلمة فحص الجودة,
Quality Inspection Parameter Group,مجموعة معايير فحص الجودة,
Quality Inspection Settings,إعدادات فحص الجودة,
Quality Inspection(s),فحص (فحوصات) الجودة,
Quantity (A - B),الكمية (أ - ب),
Quantity Details,تفاصيل الكمية,
Quantity is required,الكمية مطلوبة,
Quantity must be greater than zero,يجب أن تكون الكمية أكبر من الصفر,
Quantity to Produce should be greater than zero.,يجب أن تكون الكمية المراد إنتاجها أكبر من الصفر.,
Quantity to Scan,الكمية المراد مسحها,
Quarter Day,يوم الربع,
Quarter {0} {1},الربع {0} {1},
Questionnaire Email Sent,تم إرسال الاستبيان عبر البريد الإلكتروني,
Queue Size should be between 5 and 100,يجب أن يتراوح حجم قائمة الانتظار بين 5 و100,
Queued {0} emails,{0} من رسائل البريد الإلكتروني في قائمة الانتظار,
Queuing emails...,جارٍ انتظار رسائل البريد الإلكتروني...,
Quick Entry not available. Please enable Quick Entry for {0} or open the full form from the list item.,الدخول السريع غير متوفر. الرجاء تمكين الإدخال السريع لـ {0} أو فتح النموذج الكامل من عنصر القائمة.,
Quick Filters,مرشحات سريعة,
Quick Links,روابط سريعة,
Quick Ratio,نسبة سريعة,
Quotation Number,رقم الاقتباس,
Quotation Settings,إعدادات الاقتباس,
Quotation submitted,تم تقديم الاقتباس,
Quotation {0} is Submitted,تم إرسال عرض الأسعار {0}.,
Quoted Amount,المبلغ المقتبس,
RFQ Created,تم إنشاء طلب عرض الأسعار,
RFQ Submitted Successfully,تم إرسال طلب عرض الأسعار بنجاح,
RFQ {0} created (not submitted),تم إنشاء طلب عرض الأسعار {0} (لم يتم إرساله),
RFQ {0} has been submitted.,تم إرسال طلب عرض الأسعار {0}.,
RFQ {0} submitted,تم إرسال طلب عرض الأسعار {0}.,
Radius within which check-in is allowed (in meters),النطاق المسموح بتسجيل الدخول ضمنه (بالأمتار),
Rank,رتبة,
Rate Goals Manually,معدل الأهداف يدويا,
Rate Limits,حدود المعدل,
Rate Section,قسم المعدل,
